log_id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,event_type,action,user,bytes_sent,bytes_received,duration_ms,failed_login_count_5m,unique_ports_contacted_1m,label
9f1cce7e-e818-494b-bca7-18c9e9283cff,2026-07-22T15:26:53.570063,10.0.155.9,18.174.245.253,43301,8080,ICMP,http,login_success,yfoster,11823,4764,1921,0,3,normal
e6745acb-1dd1-42b9-9f47-ba94de3b09bb,2026-07-22T15:26:56.570063,10.0.234.71,205.25.0.37,1621,80,UDP,http,logout,aliciaatkinson,11630,17405,1604,0,3,normal
db88796e-b2fa-4519-aba6-9e604e111544,2026-07-22T15:26:59.570063,10.0.32.45,133.70.203.24,44010,80,UDP,http,login_success,jamescynthia,4788,9320,3220,0,3,normal
28d8e86d-4090-487b-b661-31af5ab9a69f,2026-07-22T15:27:02.570063,10.0.155.237,43.77.47.124,26840,22,ICMP,dns,login_success,gclark,6110,19075,2907,0,3,normal
8f845d9c-f957-4351-a944-7cb4eb32fe01,2026-07-22T15:27:05.570063,10.0.132.34,199.132.85.87,46752,443,ICMP,http,login_success,nolanantonio,13430,2414,189,0,1,normal
6f027b34-0afd-4553-921b-ba569e628ce8,2026-07-22T15:27:08.570063,10.0.81.60,194.188.59.201,7350,8080,TCP,dns,logout,gclark,10805,7786,3166,0,3,normal
9e3770d2-94a9-4bf5-990f-3f6840f0e2e6,2026-07-22T15:27:11.570063,10.0.121.27,199.170.169.231,59992,80,ICMP,dns,login_success,jonathanromero,2229,8407,473,0,1,normal
c8a7a159-d977-4801-8523-dc06a34bb7a8,2026-07-22T15:27:14.570063,10.0.37.114,211.65.46.238,51051,443,ICMP,auth,allow,daniel26,3727,14929,1551,0,1,normal
29e2bc5e-f1bc-44d3-a13e-68727fcde7d4,2026-07-22T15:27:17.570063,10.0.102.51,140.239.107.120,17571,3306,UDP,file_access,allow,mryan,5511,14423,3338,0,3,normal
61158e59-3a8c-4db6-b354-b889b143afd3,2026-07-22T15:27:20.570063,10.0.98.23,192.136.159.54,39173,22,ICMP,auth,allow,yfoster,4805,371,1477,0,2,normal
58b57f6c-3b46-4061-9ec9-2591da06f363,2026-07-22T15:27:23.570063,10.0.36.88,155.57.203.48,13168,8080,ICMP,http,login_success,mryan,6998,18889,3394,0,2,normal
e423012e-1209-4fdc-95fb-eeadf903fb1b,2026-07-22T15:27:26.570063,10.0.180.92,205.189.174.147,41556,5432,TCP,auth,login_success,jeffreysmith,12524,2522,2336,0,1,normal
40ad3986-c5ce-4f4d-bcce-f8e6c3d6bb5e,2026-07-22T15:27:29.570063,10.0.65.201,146.176.29.109,34922,443,TCP,auth,login_success,haguilar,1886,19909,2219,0,2,normal
1cbd82fe-00c8-4eaf-88c3-27d70df966a2,2026-07-22T15:27:32.570063,10.0.11.58,199.239.223.164,54850,443,UDP,dns,logout,chaseberry,2426,5372,3970,0,2,normal
252be3ca-4569-45bd-bd30-5fbcec1d72dc,2026-07-22T15:27:35.570063,10.0.38.137,192.151.135.24,38730,80,ICMP,http,logout,bradley78,13281,2056,2241,0,3,normal
7c79a4dc-f756-4520-8851-43eb719a1076,2026-07-22T15:27:38.570063,10.0.56.150,140.18.171.145,31890,443,ICMP,auth,allow,anna25,14008,8748,826,0,2,normal
f18bd5ee-d7d9-4e41-aad5-3ea6a5eec8ef,2026-07-22T15:27:41.570063,10.0.30.36,223.78.104.190,14408,5432,ICMP,file_access,logout,megancarter,7920,16372,303,0,3,normal
7ccb6990-93bd-4c11-bf8b-f12d5dd5a60a,2026-07-22T15:27:44.570063,10.0.18.89,44.132.161.132,65318,22,UDP,http,logout,jonesluis,2840,18269,1966,0,1,normal
582057a2-6a0f-4dc8-bff3-0f6d6ee0287c,2026-07-22T15:27:47.570063,10.0.138.186,87.81.180.7,3759,22,TCP,dns,logout,haguilar,11677,14339,1961,0,2,normal
b8d9cde2-0466-4816-bdc2-e1fcd49dff69,2026-07-22T15:27:50.570063,10.0.116.6,123.91.43.110,62054,22,TCP,network,logout,fmccullough,12631,792,2268,0,2,normal
d0094b17-356c-4a03-a21d-0acc8d55d2d3,2026-07-22T15:27:53.570063,10.0.26.100,163.119.3.24,51203,3306,ICMP,network,login_success,jeffreysmith,18207,4714,478,0,2,normal
f5c2f6ee-4dbd-400f-b4f0-93b5aad9c55d,2026-07-22T15:27:56.570063,10.0.60.230,223.160.243.238,41371,443,UDP,network,login_success,jeffreysmith,2098,8004,955,0,1,normal
70a4d4bb-9c78-4e9d-a51c-2689ac19d2db,2026-07-22T15:27:59.570063,10.0.5.59,22.155.128.209,28094,8080,ICMP,http,allow,ysanchez,8389,2063,318,0,1,normal
69f175bc-55a0-4059-9145-63eb9bbf703f,2026-07-22T15:28:02.570063,10.0.64.113,190.12.176.138,12859,443,TCP,file_access,login_success,fmccullough,8203,9781,536,0,3,normal
013629c3-c485-4a5c-80ba-ce0091bc74db,2026-07-22T15:28:05.570063,10.0.203.123,176.24.157.80,44119,22,ICMP,auth,allow,bethany58,18014,6945,2032,0,3,normal
fbab90c5-3592-49e6-b265-d50f4e91ae19,2026-07-22T15:28:08.570063,10.0.182.230,147.147.34.174,60996,53,TCP,dns,logout,bradley78,12223,18268,1203,0,3,normal
57353ce8-4d78-4b0a-add0-d85b57e506d4,2026-07-22T15:28:11.570063,10.0.125.135,185.148.11.5,59546,443,UDP,http,logout,anthonyharding,1969,11558,3693,0,2,normal
96167f75-f8c7-449d-921a-73f96f8d0c9b,2026-07-22T15:28:14.570063,10.0.248.72,178.112.198.199,6165,80,TCP,http,allow,bradley78,18319,7106,507,0,2,normal
14115985-f404-4ae9-b472-75f3b20f6211,2026-07-22T15:28:17.570063,10.0.72.10,222.11.141.255,65112,80,ICMP,dns,logout,jamescynthia,3943,897,2048,0,1,normal
8656cf14-3400-438d-92f1-56ff4d654e32,2026-07-22T15:28:20.570063,10.0.138.72,114.226.135.96,39574,3306,UDP,auth,allow,ptaylor,12780,16431,82,0,2,normal
76e886a4-004b-45de-a84d-2dd06798615f,2026-07-22T15:28:23.570063,10.0.196.114,59.37.25.42,3934,80,TCP,dns,allow,jeffreysmith,17648,1912,2710,0,2,normal
946c0ccb-980f-4411-b065-de52faa08e84,2026-07-22T15:28:26.570063,10.0.16.139,162.239.200.213,51027,443,TCP,http,login_success,bethany58,19564,7295,3106,0,1,normal
7bbf4a75-89a2-4c52-9141-ac6323d926cf,2026-07-22T15:28:29.570063,10.0.174.186,219.16.174.131,55369,5432,UDP,dns,logout,megancarter,3778,18330,1594,0,3,normal
e7308fd7-5f1f-4ef6-a71a-dd696fc0e29d,2026-07-22T15:28:32.570063,10.0.147.220,7.228.240.247,62495,5432,UDP,dns,logout,jill55,17203,8722,670,0,2,normal
b202cc6a-32ce-457e-a6ae-61c7782a46e0,2026-07-22T15:28:35.570063,10.0.239.191,192.29.93.113,61622,80,TCP,auth,login_success,ptaylor,3002,8389,3164,0,3,normal
86d7620b-6151-4c42-8a38-3ec83363f72a,2026-07-22T15:28:38.570063,10.0.151.87,161.89.112.139,38450,3306,TCP,http,login_success,megan71,9006,8408,3209,0,3,normal
d2c2d7aa-8a45-4075-82b4-e726715b2ef8,2026-07-22T15:28:41.570063,10.0.6.32,218.28.202.150,21136,5432,ICMP,file_access,login_success,izamora,14742,15362,75,0,2,normal
7439da64-4db0-47e3-981c-29f616244d4f,2026-07-22T15:28:44.570063,10.0.4.120,31.25.39.239,3449,443,UDP,http,allow,brenda16,2119,19191,3850,0,1,normal
18654cd1-596d-42b5-bc53-616ed4e8acdf,2026-07-22T15:28:47.570063,10.0.141.230,187.183.228.104,41022,5432,UDP,auth,login_success,izamora,8654,9248,1068,0,2,normal
e876a726-dc88-4ad3-b0bc-c9d8f253567d,2026-07-22T15:28:50.570063,10.0.65.59,195.54.157.109,42333,80,TCP,http,logout,megancarter,7824,3950,2686,0,1,normal
7e3aec7e-ff22-40b4-8193-ce9fce62c161,2026-07-22T15:28:53.570063,10.0.94.176,116.153.202.143,34232,53,UDP,http,login_success,yfoster,18334,7669,254,0,3,normal
1e871667-ce02-4bae-8dd4-30ad09e3dbd2,2026-07-22T15:28:56.570063,10.0.132.250,59.15.80.246,17895,22,ICMP,file_access,logout,yfoster,19879,7890,1437,0,1,normal
39773678-952f-4a59-994b-115743a51d35,2026-07-22T15:28:59.570063,10.0.39.130,193.102.52.47,30109,22,ICMP,auth,allow,aliciaatkinson,10875,18889,1526,0,3,normal
e34e03c2-1d53-4be4-bdbc-f44b3695f9c9,2026-07-22T15:29:02.570063,10.0.212.19,221.127.227.222,43090,3306,UDP,network,allow,daniel26,12005,11176,3999,0,2,normal
97cabcec-696d-4a30-b211-cb519177e2e4,2026-07-22T15:29:05.570063,10.0.191.121,168.125.226.133,62790,443,ICMP,auth,allow,megan71,1661,9731,3815,0,1,normal
e3a078ab-77af-4771-9310-60c5c3345004,2026-07-22T15:29:08.570063,10.0.13.28,195.218.23.49,40937,80,UDP,http,logout,wrightjames,19254,11473,3854,0,1,normal
1d935903-d233-411e-bf5d-d81b49cde5c3,2026-07-22T15:29:11.570063,10.0.193.213,18.11.158.0,39210,22,ICMP,network,login_success,thomasthomas,2733,7559,2320,0,3,normal
24737ba2-0712-47a2-87cc-bb9f9decabd7,2026-07-22T15:29:14.570063,10.0.214.138,7.74.82.48,49064,22,ICMP,auth,logout,gclark,17385,17250,1811,0,2,normal
341f39f0-73a9-4755-b754-94903fad49bb,2026-07-22T15:29:15.570063,10.0.189.223,201.98.31.40,56214,443,ICMP,file_access,allow,madison21,88333590,2121,54989,0,3,large_transfer
eac7146f-82d9-466d-a6fd-c01e19f55553,2026-07-22T15:29:17.570063,10.0.137.50,187.107.131.118,55812,5432,UDP,network,login_success,barrsarah,12060,7765,1872,0,2,normal
f51311b9-35d6-458f-9468-e222ee0eec44,2026-07-22T15:29:20.570063,10.0.59.178,39.207.34.208,16821,3306,ICMP,dns,login_success,thomasthomas,11733,18565,2076,0,1,normal
631507c8-b7a7-407c-a257-fe52362cf005,2026-07-22T15:29:23.570063,10.0.185.168,219.96.245.222,32753,5432,TCP,dns,login_success,haguilar,18856,4305,3796,0,3,normal
f20bfeb6-ba81-46de-8bb7-f4c57bf5691e,2026-07-22T15:29:26.570063,10.0.125.199,153.200.252.128,60613,3306,ICMP,http,logout,john79,8728,9600,1404,0,2,normal
3a6d747b-861f-48c7-9a66-ebf83daa1bcb,2026-07-22T15:29:29.570063,10.0.60.21,155.110.156.240,27795,3306,ICMP,network,logout,pweaver,6691,6095,3594,0,2,normal
e4a3dfe7-1679-4172-ab18-b47c223d0be3,2026-07-22T15:29:32.570063,10.0.7.43,7.9.159.60,8940,3306,UDP,http,logout,gclark,3509,4341,3566,0,1,normal
2eb2fccf-5281-49f5-9dc6-2bb3323cbd5f,2026-07-22T15:29:35.570063,10.0.220.7,206.93.10.204,46246,80,TCP,network,logout,jenna19,12917,14039,1456,0,1,normal
225bffaf-3331-4ef1-be31-edd1aaed2d37,2026-07-22T15:29:38.570063,10.0.205.179,188.15.78.6,37523,80,ICMP,file_access,allow,anna25,11231,19581,2498,0,3,normal
fcfae806-53f9-44a8-9363-d52542168e89,2026-07-22T15:29:41.570063,10.0.55.185,129.213.21.160,3988,22,ICMP,file_access,login_success,brenda16,14937,14476,1189,0,2,normal
0ff8757c-8119-4315-ac65-126373ef94bf,2026-07-22T15:29:44.570063,10.0.68.188,217.15.117.40,13046,8080,ICMP,http,allow,daniel68,455,19649,2434,0,2,normal
3f16e2b0-5fae-44b8-83fe-11c4912fa03f,2026-07-22T15:29:47.570063,10.0.232.98,176.32.65.166,22024,3306,TCP,http,logout,nolanantonio,9352,3375,956,0,2,normal
17aa38db-224c-43dc-81a4-9a39b9ecc117,2026-07-22T15:29:50.570063,10.0.252.88,149.242.13.22,4188,5432,ICMP,http,logout,wrightjames,14181,9547,1327,0,2,normal
f61cceac-84f6-4223-b91f-87b86bbd4154,2026-07-22T15:29:50.570063,122.58.155.105,10.0.74.152,51719,20257,TCP,network,deny,brenda16,78,0,94,0,1,port_scan
d3faebb3-050e-4b8d-be3c-8bcdcc418dd7,2026-07-22T15:29:50.770063,122.58.155.105,10.0.74.152,20132,22614,TCP,network,deny,lynnwilliams,64,0,1019,0,2,port_scan
1230427c-968e-4dba-bcfe-fe6fe31d7848,2026-07-22T15:29:50.970063,122.58.155.105,10.0.74.152,8960,44506,ICMP,network,deny,chaseberry,70,0,3938,0,3,port_scan
4b6de931-1f1e-4d14-a2ff-9d0cc22031f1,2026-07-22T15:29:51.170063,122.58.155.105,10.0.74.152,61302,29921,TCP,network,deny,nolanantonio,63,0,1407,0,4,port_scan
0707fe11-f25c-4ff4-b85c-a9091098afd1,2026-07-22T15:29:51.370063,122.58.155.105,10.0.74.152,38574,34427,TCP,network,deny,bethany58,64,0,2784,0,5,port_scan
093246c9-15d2-4bd1-9de8-3737831fe2a0,2026-07-22T15:29:51.570063,122.58.155.105,10.0.74.152,8690,28088,TCP,network,deny,aliciaatkinson,69,0,233,0,6,port_scan
3820dafe-2107-488d-8d95-f7bfaf39c307,2026-07-22T15:29:51.770063,122.58.155.105,10.0.74.152,51629,62174,UDP,network,deny,barrsarah,58,0,2504,0,7,port_scan
b7cc7b58-ceb5-47e5-a4c6-9afe6f9ae5ab,2026-07-22T15:29:51.970063,122.58.155.105,10.0.74.152,62166,60224,ICMP,network,deny,jonesluis,47,0,862,0,8,port_scan
6359b4c9-ee2d-4fbf-b785-834793971bf4,2026-07-22T15:29:52.170063,122.58.155.105,10.0.74.152,11741,59978,ICMP,network,deny,izamora,46,0,2615,0,9,port_scan
81584774-910b-4e79-a258-a269cb603330,2026-07-22T15:29:52.370063,122.58.155.105,10.0.74.152,17803,32696,UDP,network,deny,nolanantonio,43,0,2608,0,10,port_scan
3f80aab3-19f4-42ee-9e97-e183d494a6e2,2026-07-22T15:29:52.570063,122.58.155.105,10.0.74.152,25267,45432,TCP,network,deny,jonesluis,48,0,2620,0,11,port_scan
c9bf51c5-a698-4158-a59d-70eed0ef5ea3,2026-07-22T15:29:52.770063,122.58.155.105,10.0.74.152,15265,42176,UDP,network,deny,bethany58,68,0,1755,0,12,port_scan
b19623be-e9f5-4366-8266-9f99f46c260f,2026-07-22T15:29:52.970063,122.58.155.105,10.0.74.152,63793,47938,UDP,network,deny,megancarter,72,0,169,0,13,port_scan
8de93037-d63b-460e-9969-e7fc6c41b1c3,2026-07-22T15:29:53.170063,122.58.155.105,10.0.74.152,40625,18506,UDP,network,deny,anna25,79,0,2545,0,14,port_scan
540493ae-1a2a-4fe1-912d-9e1b1b38ab6a,2026-07-22T15:29:53.370063,122.58.155.105,10.0.74.152,55702,57551,UDP,network,deny,jenna19,46,0,1140,0,15,port_scan
da885d8f-000e-41de-b444-02ff82826bc8,2026-07-22T15:29:53.570063,10.0.163.194,37.67.16.164,12716,80,TCP,network,login_success,jenna19,9317,19046,3607,0,3,normal
b80d4eff-c978-4b93-a42e-0eb4c903b71e,2026-07-22T15:29:53.570063,122.58.155.105,10.0.74.152,34246,46359,UDP,network,deny,jenna19,78,0,3316,0,16,port_scan
8823167e-ef29-4138-af03-3026b35d4993,2026-07-22T15:29:53.770063,122.58.155.105,10.0.74.152,28510,3526,UDP,network,deny,fmccullough,58,0,684,0,17,port_scan
8bb51ba3-c3be-40ea-bffa-8f17bb711b22,2026-07-22T15:29:53.970063,122.58.155.105,10.0.74.152,53515,19329,ICMP,network,deny,megan71,44,0,795,0,18,port_scan
ad2c2d76-fc40-42b4-8739-cbc19279eba4,2026-07-22T15:29:54.170063,122.58.155.105,10.0.74.152,62678,65348,TCP,network,deny,aliciaatkinson,44,0,1354,0,19,port_scan
6a1af432-e69b-47ca-8acb-4aa12ecb7f7a,2026-07-22T15:29:54.370063,122.58.155.105,10.0.74.152,7234,56150,UDP,network,deny,megancarter,41,0,3292,0,20,port_scan
cf7a4e6d-ba1b-4cdf-bb84-51a1098f3f86,2026-07-22T15:29:54.570063,122.58.155.105,10.0.74.152,33707,58855,UDP,network,deny,jonesluis,69,0,3641,0,21,port_scan
4127a779-54d7-4920-873b-5dc60f747545,2026-07-22T15:29:54.770063,122.58.155.105,10.0.74.152,1351,30963,TCP,network,deny,haguilar,66,0,3587,0,22,port_scan
42da004c-2a7a-4c61-a976-4fd9f1ef9141,2026-07-22T15:29:54.970063,122.58.155.105,10.0.74.152,41267,61807,TCP,network,deny,pweaver,75,0,857,0,23,port_scan
e3b4e8e2-bda5-471f-a82a-495050d042be,2026-07-22T15:29:55.170063,122.58.155.105,10.0.74.152,38742,29781,ICMP,network,deny,pweaver,51,0,3178,0,24,port_scan
db26d262-ee75-42ed-901b-355fdc3d1c67,2026-07-22T15:29:55.370063,122.58.155.105,10.0.74.152,34815,8486,ICMP,network,deny,mryan,50,0,3064,0,25,port_scan
f27f8864-36d3-4114-b9aa-cf705548385a,2026-07-22T15:29:55.570063,122.58.155.105,10.0.74.152,53007,17160,ICMP,network,deny,sarahhill,52,0,1832,0,26,port_scan
dbc55af6-98de-46ee-9b75-c48def06f762,2026-07-22T15:29:55.770063,122.58.155.105,10.0.74.152,57458,41700,UDP,network,deny,fmccullough,76,0,2436,0,27,port_scan
13c6d046-1f68-42c5-a07d-9abc7d7c5612,2026-07-22T15:29:55.970063,122.58.155.105,10.0.74.152,18729,41711,ICMP,network,deny,laurieashley,75,0,2745,0,28,port_scan
783969a1-bfe2-4e90-967e-8d76fcb14129,2026-07-22T15:29:56.170063,122.58.155.105,10.0.74.152,64322,50104,ICMP,network,deny,beanjohn,80,0,1850,0,29,port_scan
b8f63b4d-7f06-4d3e-9b1a-17a821b27fa5,2026-07-22T15:29:56.370063,122.58.155.105,10.0.74.152,22743,25779,ICMP,network,deny,daniel26,45,0,644,0,30,port_scan
d33d3e39-5664-44c9-ace2-9ebbe1365deb,2026-07-22T15:29:56.570063,10.0.160.26,29.0.44.13,23787,443,TCP,auth,login_success,ptaylor,16146,14582,921,0,1,normal
92c7d7ac-0139-4ad0-900c-7700fc10e73c,2026-07-22T15:29:56.570063,122.58.155.105,10.0.74.152,3024,47145,TCP,network,deny,beanjohn,77,0,1958,0,31,port_scan
89468aa6-87c1-48f4-9867-ba27b9b7ace2,2026-07-22T15:29:56.770063,122.58.155.105,10.0.74.152,19231,17954,ICMP,network,deny,jeffreysmith,69,0,3306,0,32,port_scan
ff596fdc-94c6-4b21-8d0f-d2568fc99cdc,2026-07-22T15:29:56.970063,122.58.155.105,10.0.74.152,1650,59868,ICMP,network,deny,ptaylor,40,0,11,0,33,port_scan
afae9ce0-7c50-487a-aa04-81d106c69969,2026-07-22T15:29:57.170063,122.58.155.105,10.0.74.152,43887,40656,UDP,network,deny,bradley78,65,0,1722,0,34,port_scan
1c91b418-11d8-4f69-95f6-0415df60fe7d,2026-07-22T15:29:57.370063,122.58.155.105,10.0.74.152,31038,31512,ICMP,network,deny,gclark,61,0,347,0,35,port_scan
694b3c5d-e62b-4342-bf16-2cbc29c02ca3,2026-07-22T15:29:57.570063,122.58.155.105,10.0.74.152,35079,9853,ICMP,network,deny,daniel68,59,0,228,0,36,port_scan
bf47392c-1681-418f-b9cb-372f40184e45,2026-07-22T15:29:57.770063,122.58.155.105,10.0.74.152,47073,51584,TCP,network,deny,pweaver,64,0,3436,0,37,port_scan
dc0d2ec5-97d7-4193-9a20-ac5823bec444,2026-07-22T15:29:59.570063,10.0.147.241,118.0.182.11,61165,443,ICMP,auth,allow,ptaylor,4820,3344,852,0,3,normal
ae91023c-8abe-4f3e-ac50-da2037a2b833,2026-07-22T15:30:02.570063,10.0.86.8,217.209.203.233,40240,22,ICMP,http,allow,ysanchez,16202,1044,1518,0,1,normal
e74c9ebc-369e-4b1a-8386-2640640fad5d,2026-07-22T15:30:05.570063,10.0.144.242,125.205.218.77,63144,5432,UDP,dns,logout,john79,15071,9864,3765,0,1,normal
ba9576d5-1465-474c-b1b6-212e43937409,2026-07-22T15:30:08.570063,10.0.61.114,165.191.0.2,59277,3306,UDP,file_access,allow,john79,9324,4016,3971,0,2,normal
12dfb9d1-bf1b-4a49-8c3f-71dfaf96a844,2026-07-22T15:30:11.570063,10.0.40.191,173.137.12.69,53015,80,ICMP,auth,login_success,lynnwilliams,16815,11188,1135,0,2,normal
e5e9fff3-6001-48ae-862f-c28af557f109,2026-07-22T15:30:14.570063,10.0.37.181,47.131.133.59,46108,443,TCP,dns,allow,jenna19,10604,6438,3451,0,3,normal
0c91c0ba-4633-4c9f-9728-6ffa4200de1f,2026-07-22T15:30:17.570063,10.0.18.243,199.189.89.52,42606,8080,TCP,network,allow,nolanantonio,12527,7415,2763,0,1,normal
04048e0c-c1f9-437d-8330-4ab66754f55c,2026-07-22T15:30:20.570063,10.0.135.121,22.103.64.148,10948,3306,TCP,dns,login_success,john79,6706,3106,3899,0,3,normal
9ec83d91-0018-4a3f-b792-3b1f4e865dd6,2026-07-22T15:30:23.570063,10.0.109.1,214.216.92.50,29487,22,UDP,http,logout,aliciaatkinson,6036,1471,1717,0,3,normal
91760171-9385-4559-b617-bebce8dd0551,2026-07-22T15:30:26.570063,10.0.134.158,147.110.218.36,25946,8080,ICMP,network,logout,chaseberry,16067,17582,2695,0,1,normal
8d6ad0b0-d6c5-49ad-8bb2-70ae975f97af,2026-07-22T15:30:29.570063,10.0.153.216,66.164.32.11,16221,443,ICMP,dns,login_success,smithjacqueline,19790,11902,2230,0,2,normal
1581bd22-60c2-43e7-be22-a8c06463b2b9,2026-07-22T15:30:32.570063,10.0.151.25,50.252.91.21,15371,22,UDP,dns,login_success,daniel26,8306,14121,479,0,1,normal
19d4cc15-2d41-48f1-aae3-cdd74be70e09,2026-07-22T15:30:35.570063,10.0.237.245,168.110.45.2,21923,8080,TCP,file_access,logout,smithjacqueline,4396,16051,3446,0,2,normal
86959fe4-2dd5-4475-a14d-960c4fca2623,2026-07-22T15:30:38.570063,10.0.210.176,187.220.149.45,16415,22,UDP,file_access,logout,aliciaatkinson,13602,2192,2308,0,2,normal
a3b75c55-1e48-48e8-bd78-71df57460ee3,2026-07-22T15:30:41.570063,10.0.133.173,171.105.227.4,21839,3306,UDP,dns,login_success,smithjacqueline,8742,1990,1104,0,2,normal
dc834e80-c9c7-4e04-a079-bd291d6e8fad,2026-07-22T15:30:44.570063,10.0.112.87,208.139.122.240,42722,53,TCP,file_access,login_success,brenda16,7451,18959,3591,0,1,normal
c8fde0e5-9762-414b-904b-a11a83651805,2026-07-22T15:30:47.570063,10.0.105.200,159.194.241.68,42002,22,ICMP,http,login_success,john79,17887,852,3897,0,3,normal
d2f1aea3-d659-4af2-a44a-18c1732472f9,2026-07-22T15:30:50.570063,10.0.10.206,208.19.208.157,25874,22,ICMP,file_access,login_success,michaelshea,2279,1812,2129,0,1,normal
d7081292-00e9-4218-9340-cdcc729a5757,2026-07-22T15:30:53.570063,10.0.185.138,179.68.125.65,14028,80,ICMP,dns,logout,haguilar,9708,5488,3735,0,2,normal
9c45fcff-9bee-4bbe-b5ba-18e993843e36,2026-07-22T15:30:56.570063,10.0.169.106,132.129.42.255,15154,5432,ICMP,network,allow,yfoster,856,17454,424,0,3,normal
d4d02ef1-71f8-4e6e-a3c4-30e4d1115a6d,2026-07-22T15:30:59.570063,10.0.203.203,64.58.162.24,32802,22,TCP,file_access,login_success,sarahhill,7736,8303,143,0,2,normal
9cd5256c-4778-4c0c-8e21-e136ce1b6c60,2026-07-22T15:31:02.570063,10.0.63.209,12.68.32.222,52407,3306,ICMP,dns,allow,ptaylor,2982,2707,307,0,3,normal
03ddcc4f-f43b-45d7-8b02-e956748a32a0,2026-07-22T15:31:05.570063,10.0.212.6,135.203.212.128,1990,8080,ICMP,http,allow,anthonyharding,19473,13016,800,0,3,normal
5cea6170-0d5f-4574-8546-4f910f56c85c,2026-07-22T15:31:08.570063,10.0.159.201,200.157.190.99,22239,3306,ICMP,auth,login_success,ptaylor,15237,6840,413,0,2,normal
6dff5948-8a53-475c-b87a-c0866d643ace,2026-07-22T15:31:11.570063,10.0.241.97,126.139.154.158,20110,3306,TCP,network,login_success,michaelshea,9327,16038,1169,0,3,normal
58987534-826f-4b11-907d-7e90320302fd,2026-07-22T15:31:14.570063,10.0.125.98,187.42.8.120,2152,3306,ICMP,dns,login_success,zachary94,3748,15019,922,0,3,normal
03748a1e-27de-4ce5-803e-fbdae8a52912,2026-07-22T15:31:17.570063,10.0.12.102,136.100.129.61,51565,80,UDP,file_access,login_success,jill55,3770,10378,1366,0,1,normal
fb4c407f-51ad-4c17-b802-4d8561efcd15,2026-07-22T15:31:20.570063,10.0.42.25,207.241.40.149,37782,80,TCP,dns,logout,barrsarah,2948,4831,1656,0,3,normal
4d5b751e-0c70-454a-ad18-8356f055a8be,2026-07-22T15:31:23.570063,10.0.242.134,209.9.223.171,48408,53,ICMP,network,allow,pweaver,8458,13695,1280,0,3,normal
47eaa4b8-9f9a-463b-9da3-62202ebb6306,2026-07-22T15:31:26.570063,10.0.172.214,205.162.169.182,10894,22,UDP,http,logout,brenda16,382,8986,2832,0,1,normal
532bc3ae-abcf-46d0-88e0-f45d9e4fb080,2026-07-22T15:31:29.570063,10.0.250.140,8.71.197.85,33779,443,ICMP,network,login_success,jamescynthia,16026,17056,2277,0,3,normal
d7b3e5aa-4fd4-4d85-b910-ab93a6ffa9d1,2026-07-22T15:31:32.570063,10.0.41.236,134.90.57.42,7908,3306,ICMP,auth,login_success,john79,646,5511,2134,0,3,normal
71eccfa8-91e7-482b-ac89-31602776dfcf,2026-07-22T15:31:35.570063,10.0.62.43,129.58.73.209,13958,3306,TCP,auth,login_success,pweaver,5794,17389,2000,0,1,normal
8f4229f8-0d74-414b-a3c7-f3368b12c784,2026-07-22T15:31:38.570063,10.0.214.103,156.26.72.19,1630,443,TCP,dns,login_success,ptaylor,17320,10763,2524,0,2,normal
2d45bd49-3e96-4a89-b405-1a49e02f6a44,2026-07-22T15:31:41.570063,10.0.84.37,218.41.239.10,20042,5432,ICMP,network,logout,megan71,17219,8432,1938,0,2,normal
9cb8c5f2-fd53-4050-b2ae-a5185f718fed,2026-07-22T15:31:44.570063,10.0.107.240,219.180.142.44,22662,8080,ICMP,network,allow,jenna19,15727,521,1306,0,2,normal
024cda1c-f47d-4a29-800b-5df10c11b583,2026-07-22T15:31:47.570063,10.0.91.39,17.250.7.230,31858,22,TCP,file_access,logout,mryan,6729,3275,2207,0,2,normal
9899ba06-4eb7-410a-9d0a-b45f43709c18,2026-07-22T15:31:50.570063,10.0.169.25,209.35.15.82,5028,5432,UDP,http,allow,jonathanromero,11683,18522,3623,0,1,normal
ffa45d58-be85-4df7-8f43-10a47e4fc545,2026-07-22T15:31:53.570063,10.0.176.161,16.161.47.42,1949,80,UDP,file_access,login_success,nolanantonio,10218,12234,2562,0,2,normal
7009479d-d952-409f-bbc6-86a183ebbf76,2026-07-22T15:31:56.570063,10.0.130.144,201.104.59.37,36480,8080,ICMP,network,allow,nolanantonio,5194,3574,2997,0,1,normal
ab7e623c-a89f-4be6-8d82-9d350300a2cb,2026-07-22T15:31:59.570063,10.0.143.46,164.10.141.240,18255,5432,TCP,network,logout,nolanantonio,12748,11018,2362,0,3,normal
e14f4428-63be-4a05-9624-df1fa095b9b8,2026-07-22T15:32:02.570063,10.0.141.248,206.211.185.121,53931,8080,ICMP,dns,allow,lynnwilliams,287,7796,891,0,1,normal
c650cbd7-0e78-484f-8dd0-59498b40ff9f,2026-07-22T15:32:05.570063,10.0.75.37,129.169.147.194,11825,3306,TCP,file_access,allow,megancarter,4688,16967,3311,0,2,normal
ac767819-bd78-4bd3-b444-6e4bc0db9406,2026-07-22T15:32:08.570063,10.0.217.171,174.96.177.45,31936,443,UDP,http,allow,barrsarah,18554,13085,1550,0,2,normal
